parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_mean_cc_636.5,125944.593094502,,7768.64979746665,6.16830751252456,110718.319282963,141170.866906041
U_mean_cc_643.5,125944.593094502,,3675.31187929113,2.91819743030443,118741.114179139,133148.072009865
U_mean_cc_654.75,147467.362136874,,8243.6860757016,5.59017667112679,131310.034328645,163624.689945103
U_mean_cc_695.25,93521.3966717334,,2742.36521536648,2.93233988473501,88146.4596171597,98896.3337263072
U_mean_cc_713.75,122337.798665131,,3590.66450229171,2.93504096155944,115300.225560073,129375.371770189
U_mean_cc_910.0,57759.0028795249,,3809.8767233925,6.59616082940219,50291.7817161381,65226.2240429116
L_mean_cc_636.5,664.594794862735,,19.4686405677868,2.92940009736426,626.436960521917,702.752629203552
L_mean_cc_643.5,664.594794674793,,17.9508166625472,2.70101674078431,629.411840523119,699.777748826467
L_mean_cc_654.75,654.780858573575,,16.7358975732359,2.55595400416785,621.979102081081,687.582615066068
L_mean_cc_695.25,695.24300898287,,16.8236918708256,2.41982898834732,662.269178829052,728.216839136687
L_mean_cc_713.75,664.594794865355,,24.6409860507421,3.70767063496702,616.299349662347,712.890240068363
L_mean_cc_910.0,910.000005341342,,16.7098251130768,1.83624450714249,877.249349931749,942.750660750936
alpha_mean_cc_636.5,1.03095554365114,,0.212153716923277,20.578357450015,0.697018772544227,1.52487906330755
alpha_mean_cc_643.5,1.90623406498338e-10,,nan,0,nan,nan
alpha_mean_cc_654.75,0.647712200529126,,0.306795976983587,47.3660951164669,0.286716806015798,1.46322463808126
alpha_mean_cc_695.25,1.11252441894372e-08,,nan,0,nan,nan
alpha_mean_cc_713.75,9.51655108282918e-10,,nan,0,nan,nan
alpha_mean_cc_910.0,0.0129456911050009,,inf,inf,0,2.36059479973011e+23
acc,47.2411486442625,,49.0640695120706,103.858756444589,11.7758,189.518
bcc,2.22044604925031e-16,,0.0663850822471891,2.989718316714e+16,2.70502e-21,1.82268e-11
avc,2.22044604925031e-16,,nan,nan,nan,nan
bvc,0.0836025263023385,,0.0103251725768067,12.3503116873131,0.0658057,0.106212
