parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
f_goes_down_False_mab_virus_22.0|103,1,,0.639780046791449,63.9780046791449,0.360116099770598,2.77688223502649
f_goes_down_False_mab_virus_22.0|276,1,,1958.89138392762,195889.138392762,0.00453344953906426,220.582580964694
f_goes_down_False_mab_virus_22.0|292,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_22.0|322,1,,11.9347649198115,1193.47649198115,0.0445041835007705,22.4697976985172
f_goes_down_False_mab_virus_28.0|103,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_28.0|276,1,,2.99179446649478,299.179446649478,0.11058187590782,9.04307321421814
f_goes_down_False_mab_virus_28.0|292,1,,1185.75159576984,118575.159576984,0.00543664953831486,183.936814935832
f_goes_down_False_mab_virus_28.0|322,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_32.0|292,1,,5.67155591613684,567.155591613684,0.0708859049077769,14.1071768964649
f_goes_down_False_mab_virus_55.0|292,1,,2606.43230281348,260643.230281348,0.00409918620608621,243.950859932945
f_goes_down_False_mab_virus_65.0|103,1,,5.27167917914485,527.167917914485,0.0744216205343414,13.4369554548809
f_goes_down_False_mab_virus_65.0|276,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_65.0|292,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_65.0|322,1,,10.9879975244977,1098.79975244977,0.0467472784789905,21.3916196308503
f_goes_down_False_mab_virus_69.0|103,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_69.0|274,1,,6.15306719043225e+21,6.15306719043225e+23,9.34971443964206e-07,1069551.38197598
f_goes_down_False_mab_virus_69.0|276,1,,151002954.451857,15100295445.1857,0.000202329364117704,4942.43633078515
f_goes_down_False_mab_virus_69.0|292,1,,nan,0,nan,nan
f_goes_down_False_mab_virus_69.0|322,1,,5.38637088755437e+18,5.38637088755437e+20,2.56945472212126e-06,389187.63245395
f_goes_down_False_mab_virus_70.0|274,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_22.0|103,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_22.0|276,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_22.0|292,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_22.0|322,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_28.0|103,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_28.0|276,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_28.0|292,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_28.0|322,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_32.0|292,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_55.0|292,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_65.0|103,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_65.0|276,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_65.0|292,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_65.0|322,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_69.0|103,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_69.0|274,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_69.0|276,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_69.0|292,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_69.0|322,1,,nan,0,nan,nan
f_goes_down_True_mab_virus_70.0|274,1,,nan,0,nan,nan
h_goes_down_False_mab_virus_22.0|103,0,,nan,0,nan,nan
h_goes_down_False_mab_virus_22.0|276,0,,nan,0,nan,nan
h_goes_down_False_mab_virus_22.0|292,0,,nan,0,nan,nan
h_goes_down_False_mab_virus_22.0|322,0,,nan,0,nan,nan
