U_pop,1,-0.917986,-0.691511,-0.944034,-0.909839,-0.898894,-1.49563e-10,-5.86552e-10,1.13976e-10,5.28442e-10,2.17941e-10,1.46548e-10,0.842404,nan,-0.364688,nan,nan,-0.00538674,-5.37842e-11,4.38908e-12,nan,0.490137
beta_U_mean_cc_643_5,-0.917986,1,0.637083,0.86859,0.837717,0.826319,2.94151e-10,1.06743e-09,-2.21277e-10,-6.00878e-10,-4.30886e-10,-2.59439e-10,-0.775731,nan,0.335815,nan,nan,0.00490092,1.68773e-10,-7.8667e-11,nan,-0.554679
beta_U_mean_cc_654_75,-0.691511,0.637083,1,0.653124,0.629559,0.621777,1.05725e-10,4.1345e-10,-8.05295e-11,-3.67297e-10,-1.54092e-10,-1.04181e-10,-0.582914,nan,0.806197,nan,nan,0.00371802,3.88829e-11,-4.06239e-12,nan,-0.355515
beta_U_mean_cc_695_25,-0.944034,0.86859,0.653124,1,0.859262,0.848744,1.43185e-10,5.60518e-10,-1.09082e-10,-5.00491e-10,-2.08674e-10,-1.40808e-10,-0.795589,nan,0.34442,nan,nan,0.00507923,5.22385e-11,-5.0333e-12,nan,-0.477068
beta_U_mean_cc_713_75,-0.909839,0.837717,0.629559,0.859262,1,0.818047,1.38592e-10,5.42237e-10,-1.05573e-10,-4.82845e-10,-2.01988e-10,-1.3644e-10,-0.76687,nan,0.331987,nan,nan,0.00489346,5.07821e-11,-5.11585e-12,nan,-0.464063
beta_U_mean_cc_910_0,-0.898894,0.826319,0.621777,0.848744,0.818047,1,7.276e-10,2.01035e-10,-4.68598e-10,-7.63746e-10,-1.12728e-09,4.51424e-08,-0.757424,nan,0.327898,nan,nan,0.397284,2.13677e-09,-2.10608e-09,nan,-0.448903
L_pop,-1.49563e-10,2.94151e-10,1.05725e-10,1.43185e-10,1.38592e-10,7.276e-10,1,-0.677253,-0.753436,-0.747483,-0.783376,-0.756482,-1.5688e-10,nan,6.79077e-11,nan,nan,1.50939e-09,0.330549,-0.269697,nan,-1.78712e-10
beta_L_mean_cc_643_5,-5.86552e-10,1.06743e-09,4.1345e-10,5.60518e-10,5.42237e-10,2.01035e-10,-0.677253,1,0.51159,0.508534,0.438457,0.512992,-6.2616e-10,nan,2.71048e-10,nan,nan,-8.37386e-10,-0.165885,0.154673,nan,-6.46847e-10
beta_L_mean_cc_654_75,1.13976e-10,-2.21277e-10,-8.05295e-11,-1.09082e-10,-1.05573e-10,-4.68598e-10,-0.753436,0.51159,1,0.566251,0.581102,0.570717,1.19919e-10,nan,-5.19087e-11,nan,nan,-9.31483e-10,-0.211544,0.164658,nan,1.34378e-10
beta_L_mean_cc_695_25,5.28442e-10,-6.00878e-10,-3.67297e-10,-5.00491e-10,-4.82845e-10,-7.63746e-10,-0.747483,0.508534,0.566251,1,0.568435,0.566905,6.12181e-10,nan,-2.65022e-10,nan,nan,-7.37219e-10,-0.175328,0.127723,nan,3.44868e-10
